사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
43922,8호선,2827,모란,3,0,1867,588,2504,2725,7519,3146,9674,5576,5933,4023,4757,4633,5277,4842,6007,4324,6310,4997,6864,4974,7797,5635,8545,4795,7812,5513,8420,7668,5357,5693,3694,3468,3471,3378,3035,2779,1673,1776,4,327,0,0,0,0,0,0
43922,9호선,4101,개화,1,0,1542,251,4308,1937,9702,2608,6896,4828,3061,2510,1962,1720,1854,1878,1917,1700,2142,1875,2048,1529,2337,1745,3276,1729,4427,2219,5542,4048,2359,4275,1597,2774,1516,1657,394,1434,181,900,0,117,0,0,0,0,0,0
43922,9호선,4102,김포공항,22,0,1419,740,2821,6262,6821,11336,8219,14915,6150,12522,5240,9212,5184,10861,7540,11759,7203,14002,7985,12749,9237,11590,9331,13211,12794,15408,15936,18799,10867,10458,12114,5794,9660,3081,5148,2339,553,1594,7,895,0,0,0,0,0,0
43922,9호선,4103,공항시장,0,0,2296,175,4010,1148,7248,1519,7918,3204,5041,2168,3675,2433,3499,2765,3673,2876,3697,3049,3419,3539,3417,4168,3399,5016,3594,6039,3643,9018,2544,8475,1933,5483,1673,4443,1380,4258,615,3160,0,316,0,0,0,0,0,0
43922,9호선,4104,신방화,8,0,3859,655,9549,2348,21862,3064,21865,7787,11922,4699,7670,3902,6781,4693,7378,5945,7509,5818,6786,5827,6946,8078,7681,8335,7581,11304,8340,20232,4811,18120,3861,10884,3276,9424,2797,8481,923,5649,0,158,0,0,0,0,0,0
43922,9호선,4105,마곡나루(서울식물원),3,0,2766,678,7192,4300,21543,8657,22254,25930,11227,14623,7285,8364,7451,6854,8760,7853,9523,8142,9515,8505,10272,9066,12067,10043,19012,15491,26363,26233,13171,23052,10581,14351,10431,11279,9500,10891,3977,7944,31,632,0,0,0,0,0,0
43922,9호선,4106,양천향교,2,0,3373,796,7579,4928,21678,8233,22586,29303,12298,15129,8348,7182,8603,6624,9728,7731,9411,7344,9782,8504,10765,7679,11940,9168,15802,13016,24713,21634,11157,19502,6151,13495,5856,10538,3917,10338,1588,8015,3,100,0,0,0,0,0,0
43922,9호선,4107,가양,43,0,12381,1616,20953,8604,58936,18340,61054,32578,34838,21462,23224,12357,21202,13627,22210,14075,21833,16857,19466,18333,20124,20510,23255,25149,29809,32032,36071,55893,19101,50408,12281,29796,10793,27130,8248,23954,2663,16219,3,1060,0,0,0,0,0,0
43922,9호선,4108,증미,2,0,1637,595,5508,2508,16270,5866,16597,25868,8981,11188,6317,5445,6135,4869,6436,5480,6974,5690,6783,6344,7149,7360,7931,7328,11587,8926,24028,16565,8383,15284,5103,7580,4161,6544,3200,5480,1191,3623,0,142,0,0,0,0,0,0
43922,9호선,4109,등촌,4,0,4176,729,10928,4032,30365,5910,36493,13682,16973,9227,11613,6597,10887,6926,11294,7845,11332,9094,10825,9791,10932,12740,11610,13326,12609,20160,15206,31666,8046,27774,5921,15748,5154,11886,3915,11380,1819,7812,0,26,0,0,0,0,0,0
43922,9호선,4110,염창,8,0,9360,544,21628,4071,61538,6929,66189,17814,35387,9751,19802,7604,16541,7925,17621,10207,17410,11048,14699,12403,13530,15939,14177,18841,17116,32714,21147,59598,11557,51693,8304,32408,7694,26178,6235,25295,2544,18364,2,655,0,0,0,0,0,0
43922,9호선,4111,신목동,0,0,1370,269,4943,1850,15291,2095,13452,4418,6496,2505,3758,1577,3365,1946,3651,2248,3684,2791,3238,2926,3272,2804,4067,3901,4521,5698,4972,11563,2589,9704,1720,5231,1499,5125,1461,5180,517,3129,1,69,0,0,0,0,0,0
43922,9호선,4112,선유도,4,0,1344,1473,4158,5169,14932,8420,15947,30135,8005,13882,4607,5280,5047,5453,5661,5346,6078,6478,6287,6704,6917,6597,9668,7234,15407,8715,28706,15235,12073,12150,6371,6737,5512,5291,4134,4777,1766,3033,0,79,0,0,0,0,0,0
43922,9호선,4113,당산,44,0,5762,1192,13808,5479,40556,13047,46029,33891,27391,19943,17199,11962,17666,12810,19419,13499,19125,15250,17807,15560,17744,17112,20199,20006,27012,33081,40033,54652,21795,42391,16693,25831,16586,22822,14653,22588,6512,15952,8,897,0,0,0,0,0,0
43922,9호선,4114,국회의사당,2,0,649,1204,1303,6498,2792,33614,4852,108676,4379,64280,4699,16027,7124,11195,7271,10087,9651,11624,12410,9352,15044,7229,17696,6699,54071,8010,90645,7968,32922,5073,18353,3298,16985,2511,11373,2038,3358,1327,0,7,0,0,0,0,0,0
43922,9호선,4115,여의도,4,0,2245,1889,3285,19195,7262,100751,8318,119480,7989,48908,8251,17223,11898,16244,11647,15272,14926,17190,16056,15264,20506,13499,29286,12972,90763,14501,115799,19312,50980,13030,31666,7185,27929,6080,18143,5735,5184,3621,5,195,0,0,0,0,0,0
43922,9호선,4116,샛강,15,0,873,870,1825,4462,3656,12736,4609,24258,3219,10994,2957,5692,3520,5074,3646,4626,4577,5124,5272,5275,6522,4211,8442,4689,14431,5722,22782,8975,8912,5646,6189,3363,5636,2381,4890,2501,2100,1623,1,27,0,0,0,0,0,0
43922,9호선,4117,노량진,179,2,13264,2267,19551,17491,48813,46464,71893,60137,41945,31168,24036,20327,23031,19676,26944,25389,29879,27818,26306,23940,26043,28159,29599,31399,38727,48760,52163,74775,27749,54990,26880,33284,34078,30872,47747,28078,11395,20213,11,919,0,0,0,0,0,0
43922,9호선,4118,노들,14,0,2808,234,4091,1244,12854,1775,16206,2916,9100,2198,5318,2445,4752,2417,4795,2868,5174,3289,4539,3426,4177,4782,4244,5265,4917,7205,5067,12530,3188,10077,2253,6011,1928,5672,1533,4813,559,3453,0,40,0,0,0,0,0,0
43922,9호선,4119,흑석(중앙대입구),1,0,2807,720,4612,3892,13238,8781,16196,12226,10241,9782,7800,7767,7695,6406,8636,7769,8773,9228,9055,7637,9549,9488,10541,10202,14700,13266,13960,21034,8077,15188,6539,9969,6179,7756,5770,7940,2694,5563,0,14,0,0,0,0,0,0
43922,9호선,4120,동작(현충원),1,0,839,150,1300,1177,3882,1326,4983,2395,3052,1586,2007,1461,1938,1454,2060,1407,2054,1622,2060,1816,1880,1591,2306,1759,2739,2218,3317,3797,1793,2725,1267,1671,1170,1545,1007,1423,383,932,8,1742,0,0,0,0,0,0
43922,9호선,4121,구반포,5,0,467,177,1334,1592,3163,2601,3810,5974,2855,4231,2075,2853,2264,3003,2939,3418,3075,3716,3356,3297,3551,3707,4164,3196,4870,4252,7246,6015,4170,4389,2997,2544,2629,2169,2291,2159,668,1682,1,83,0,0,0,0,0,0
43922,9호선,4122,신반포,0,0,346,150,1451,2010,3764,3849,4628,6913,2812,4232,2131,2359,2068,1924,2329,2329,2711,3143,2832,2907,3611,3022,4659,2814,5663,3531,6543,5346,3880,3955,2486,2347,2005,1983,1432,1971,541,1360,0,17,0,0,0,0,0,0
43922,9호선,4123,고속터미널,11,0,1665,905,3694,9177,11837,14005,14351,21574,10431,21024,8803,19475,10152,19021,11902,20498,13065,22046,13534,21983,15661,22786,19332,22414,22726,26364,25316,33034,21801,23583,19489,13917,13981,10891,12152,9509,3938,5744,0,116,0,0,0,0,0,0
43922,9호선,4124,사평,15,0,662,159,2160,1994,6869,3307,6879,5001,4070,2492,2483,1659,2564,1876,2786,2164,3086,2443,2717,2676,3191,2548,4722,3140,4692,4639,5040,6968,3196,5740,1747,3294,1404,2881,1117,2710,418,1795,0,2,0,0,0,0,0,0
43922,9호선,4125,신논현,66,0,4224,1497,11339,13390,25562,39714,33168,78721,22824,84907,17231,45152,20348,33153,25269,32634,30060,38500,31852,34508,35638,33015,43936,36001,64598,47137,93359,78947,69902,53876,50412,25987,54105,20338,51021,16289,20990,10499,13,1510,0,0,0,0,0,0
43922,공항철도 1호선,4201,서울역,46,0,1586,433,1456,5264,6442,10144,8449,14299,4910,10379,4487,7351,5543,7248,7534,7819,7530,6850,6003,6814,8216,6978,9960,8018,13410,8918,17911,11007,12420,8868,9844,5572,8905,4642,6373,3234,2825,1512,2,1223,0,0,0,0,0,0
43922,공항철도 1호선,4202,공덕,8,0,785,95,1356,854,4011,2304,3977,8037,2379,5050,1428,2035,1470,1837,1703,2067,1859,2162,1737,2263,1989,2322,2163,2596,3684,4081,6801,8109,3451,5766,2316,2826,2425,2647,1790,2665,1053,1606,51,870,0,0,0,0,0,0
43922,공항철도 1호선,4203,홍대입구,69,3,1916,320,2774,2136,6486,5406,8359,16257,5247,15753,3933,9913,4628,9823,5757,13474,7085,14644,7823,14392,9426,13297,12288,13464,17901,17022,23163,22821,18467,16816,17638,7839,19635,5923,20093,4617,8786,3475,601,1009,0,0,0,0,0,0
43922,공항철도 1호선,4204,디지털미디어시티,26,2,2088,681,4559,4305,13351,21355,14483,67451,8199,34048,5215,10614,5418,7398,6112,7620,7008,8375,7490,6711,8993,6323,12148,7093,27509,10305,68024,16902,29241,12531,15475,7228,13451,5627,10522,4818,4266,3184,271,1191,0,1,0,0,0,0
43922,공항철도 1호선,4206,마곡나루(서울식물원),5,0,929,589,2446,6545,7676,14015,8578,39050,4419,19171,2529,5172,3127,2879,3613,3101,3638,3389,3770,3142,5595,3076,9579,3590,29549,5472,31550,9449,13535,6472,8045,3863,5974,3363,4189,3628,1518,2159,262,2299,0,0,0,0,0,0
43922,공항철도 1호선,4207,김포공항,16,0,1444,1017,2485,6184,5500,13042,7289,13728,8462,7150,8632,4878,7720,5274,11095,6362,9019,7225,10337,5978,9675,5143,9886,5965,15273,7204,19064,8632,10836,4181,12450,2525,10064,1669,8596,1282,892,818,105,505,0,0,0,0,0,0
43922,공항철도 1호선,4208,계양,7,0,5741,534,16037,2703,42436,2768,38673,4622,19038,3784,11109,2897,10055,3202,10004,3894,8804,4947,7239,5878,6797,6907,8093,9490,8649,15352,7067,32297,4269,31455,3098,19951,2743,15903,1912,14834,838,8805,123,2212,0,0,0,0,0,0
43922,공항철도 1호선,4209,검암,621,11,6030,353,12777,2208,32849,6476,24832,11106,11960,4183,7250,3347,6886,3077,6977,3878,6259,4753,5525,5086,5557,5661,6772,7392,8061,11241,12236,22767,4462,24515,3598,14170,3041,11315,2180,11404,851,7065,145,3848,0,0,0,0,0,0
43922,공항철도 1호선,4210,청라국제도시,35,0,2863,111,13275,3160,24520,6310,15045,14382,7002,3545,4676,2252,5374,2102,5380,3050,4993,3402,4175,3435,4688,3837,6052,5206,9384,7452,16045,16236,4247,18957,3152,10376,2463,8743,2300,8113,724,5919,91,1704,0,0,0,0,0,0
43922,공항철도 1호선,4211,운서,6,1,5329,338,7996,5013,14195,7737,15279,11585,6582,8450,6407,4849,7701,4556,8050,4715,7317,5860,7187,5563,7357,7155,9152,7496,13260,10357,10980,17206,5866,13425,5428,10187,5030,9524,4009,8685,1793,6057,223,3005,0,0,0,0,0,0
43922,공항철도 1호선,4212,공항화물청사,1,0,381,429,1090,6431,1466,11876,2198,20509,1454,4034,605,1806,652,3092,942,2982,1314,1424,2011,813,2469,734,4455,1188,8383,1265,16226,807,4428,1189,2166,1642,2374,721,2349,265,706,90,2,37,0,0,0,0,0,0
43922,공항철도 1호선,4213,인천공항1터미널,0,0,657,2970,1724,5208,2539,11344,5431,19952,4488,4450,1755,3770,1867,5729,2613,6099,4409,3865,4238,3275,6398,2970,5351,3792,11179,5659,18079,2155,6425,1666,4125,1877,5359,1371,2819,828,386,398,3,321,0,0,0,0,0,0
43922,공항철도 1호선,4215,인천공항2터미널,0,0,551,1590,1108,3604,1588,7627,3295,8273,2482,2083,751,1524,734,2093,1199,3511,1718,1811,1911,1315,3024,1161,3102,1644,6520,3159,9846,1208,3800,518,3003,583,3119,903,1746,252,287,172,0,272,0,0,0,0,0,0
43922,공항철도 1호선,4217,영종,5,0,1779,168,4730,1559,7893,1881,6818,2990,4336,2192,3332,1827,3498,2522,3496,2502,3228,2675,3134,2631,3345,3021,3882,3051,4254,4500,3286,6658,2187,7767,1833,5039,1402,4873,1008,4224,629,3128,103,1815,0,0,0,0,0,0
43922,9호선2~3단계,4126,언주,3,0,1009,892,2064,7237,4590,15443,6798,42650,5922,33318,5601,14112,6342,8068,7351,7311,7398,8533,8940,8096,10761,7230,14084,6646,25864,8188,40513,9934,21558,8224,11944,5160,10402,4478,7338,3398,2416,2414,1,174,0,0,0,0,0,0
43922,9호선2~3단계,4127,선정릉,1,1,968,863,3068,4823,6567,13550,7601,43871,5232,38396,4237,14464,5118,8469,6154,8157,7012,8985,7618,8025,8517,6801,10870,7294,20270,8737,40767,11038,25914,8523,12319,5297,10791,5090,8923,4852,2865,2374,5,99,0,0,0,0,0,0
43922,9호선2~3단계,4128,삼성중앙,3,0,711,304,2146,3557,4089,11726,4443,29300,3998,23572,3333,8936,3599,4729,4196,4645,5037,5480,5803,4380,6385,4934,8273,4473,15450,5839,30012,8688,15175,6373,7921,3947,7151,2903,4954,2755,1944,2068,0,9,0,0,0,0,0,0
43922,9호선2~3단계,4129,봉은사,1,0,1256,974,3505,9020,7539,25998,7621,71785,6640,50180,5997,20237,7899,16061,9657,13892,11828,14393,13168,13493,15458,11447,20163,11378,40261,13086,65184,15337,36838,11414,24461,5801,20321,4811,11949,3971,3567,2469,1,5,0,0,0,0,0,0
43922,9호선2~3단계,4130,종합운동장,14,0,980,258,2856,1585,7520,3581,8437,7129,5288,5190,3277,3352,3369,2973,3735,3174,4090,3762,4068,3851,4297,4135,5261,4292,7148,6924,9019,12022,5774,9103,4603,5317,4817,4444,4617,3875,1971,2631,0,48,0,0,0,0,0,0
43922,9호선2~3단계,4131,삼전,5,0,2884,382,5086,2104,13691,2950,22152,7368,15335,5638,7515,3782,6384,3790,6861,4674,7231,4954,6370,5860,6158,6082,6381,7280,7821,11537,10086,18994,5930,17736,4509,10583,3930,9257,3286,8410,1343,7428,0,301,0,0,0,0,0,0
43922,9호선2~3단계,4132,석촌고분,5,0,2010,251,3736,1572,11426,2985,18670,8105,12249,6147,6359,3669,5274,3395,5696,4044,6091,4511,5756,4804,5308,5635,5997,6475,7208,9345,9740,15908,5378,14180,3794,8902,3333,7757,3061,6812,1085,4622,2,34,0,0,0,0,0,0
43922,9호선2~3단계,4133,석촌,1,0,2531,135,6573,1503,16633,3794,21747,6724,14471,6175,8164,4753,7090,4955,7879,5047,8276,6248,7475,5932,7715,6453,8292,8038,9908,11723,11786,19235,7790,18002,6107,9980,6209,9380,5712,8781,1961,4441,3,33,0,0,0,0,0,0
43922,9호선2~3단계,4134,송파나루,0,0,1485,135,2884,1570,8496,2617,11181,6513,7477,5321,3868,3497,3941,3795,3865,3946,4452,5240,4272,4585,4312,4928,4609,5995,6071,8366,8230,13565,5170,12140,4655,5437,5195,4943,4063,4248,1319,3228,0,5,0,0,0,0,0,0
43922,9호선2~3단계,4135,한성백제,0,0,680,111,1796,782,4586,1308,6282,3921,3826,2659,2170,1666,2050,1696,2337,1788,2471,2137,2460,2661,2915,2251,3504,2520,4288,3189,4976,4968,2538,4633,1798,2842,1794,2420,1316,2107,440,1495,0,0,0,0,0,0,0,0
43922,9호선2~3단계,4136,올림픽공원(한국체대),0,0,943,166,4833,3498,11188,2956,13386,8108,8495,5477,4636,3768,4291,3857,4806,4973,5084,5575,4967,6094,5656,5779,7644,5685,10697,7949,11319,12404,5391,10781,3469,7310,2856,6114,2377,6796,829,3775,0,21,0,0,0,0,0,0
43922,9호선2~3단계,4137,둔촌오륜,3,0,103,62,604,1273,2209,1299,2805,1527,1351,596,836,566,763,493,770,527,906,667,909,649,947,732,1465,881,1677,1298,1702,1915,835,1762,349,922,337,906,257,1112,85,623,0,2,0,0,0,0,0,0
43922,9호선2~3단계,4138,중앙보훈병원,7,0,1887,472,8331,4283,25513,8656,26016,15225,17001,9505,11921,9755,11450,6129,10491,7357,8168,9810,10988,8137,11890,7529,11580,6709,14725,10927,11434,19738,5346,18973,3706,9725,2609,9230,2032,9442,648,4937,1,801,0,0,0,0,0,0
43922,우이신설선,4701,북한산우이,7,0,968,677,2023,2384,6631,2766,7419,4748,3970,8337,3304,9026,3393,6537,4571,4886,5110,4390,6202,3654,7026,3190,7324,3120,6650,3359,4240,4487,2889,4361,1880,2719,1177,2014,587,1674,248,1181,1,137,0,0,0,0,0,0
43922,우이신설선,4702,솔밭공원,1,1,1596,352,2792,745,6915,1301,7333,2018,4759,1512,3464,1830,2964,2078,3028,2433,2867,2617,2732,2826,2865,3081,3023,3168,2502,3694,1906,5996,1405,6088,977,3680,645,3048,571,2325,258,1809,4,65,0,0,0,0,0,0
43922,우이신설선,4703,4.19민주묘지,1,0,982,151,2392,690,5773,1325,7202,3980,4722,3221,3644,3140,3586,3238,3977,3524,4277,3541,4359,3600,4664,3563,4656,3795,4201,4471,4253,6008,2321,6203,1766,3713,1330,3018,919,2455,409,1773,0,1,0,0,0,0,0,0
43922,우이신설선,4704,가오리,4,1,1739,251,4751,1317,12523,2276,13190,4225,8284,2584,5814,2784,4973,3123,5134,3451,5246,3619,4659,4138,4181,5269,4266,6109,4619,6896,3572,10918,2784,10941,1672,6958,1280,5396,1065,4423,516,2603,8,10,0,0,0,0,0,0
43922,우이신설선,4705,화계,0,0,1472,444,3306,957,9238,1430,11500,3744,6568,2495,4846,2700,4276,2669,4211,3004,4303,3270,4052,3654,3587,4423,3632,4866,3610,5329,3393,8697,2689,8133,1582,4674,1144,3823,748,3108,350,2080,0,1,0,0,0,0,0,0
43922,우이신설선,4706,삼양,0,0,1001,219,1810,676,4906,918,6419,2911,4230,2142,3315,2313,2792,2153,2745,2307,2927,2614,2778,2997,2565,3824,2430,3921,2325,3822,2270,5651,1591,5237,1151,3137,769,2608,550,1879,197,1207,0,4,0,0,0,0,0,0
43922,우이신설선,4707,삼양사거리,0,0,984,172,2165,885,5207,1547,7197,3313,4599,2478,3849,2468,3425,2514,3613,2915,3600,3073,3110,3402,3184,4153,2965,4343,2905,4663,2771,6588,2431,5260,1603,3183,1067,2317,970,1962,389,1253,0,0,0,0,0,0,0,0
43922,우이신설선,4708,솔샘,2,1,2056,232,6958,1151,22298,1751,22839,3811,12242,2789,7194,2646,6047,2680,5964,3547,6457,3997,5318,4409,4934,5636,5396,6748,4803,9386,3991,17875,2709,17907,1870,9954,1313,8032,1150,7143,501,4548,1,1,0,0,0,0,0,0
43922,우이신설선,4709,북한산보국문,8,4,1575,611,4992,1679,15334,2812,18529,6701,11746,5009,7476,4123,6880,4055,6879,4435,7486,4781,6888,5093,6694,6570,6582,7710,7332,10113,7767,16626,4943,14874,3256,9087,2702,7434,2300,6599,1105,4388,0,0,0,0,0,0,0,0
43922,우이신설선,4710,정릉,3,0,1584,531,4030,1649,10713,2510,11896,5036,9328,3163,6582,3001,5729,3193,5980,3728,5933,3918,5373,4478,5086,5825,5342,6542,5671,7832,6192,11772,3554,9982,2382,6097,2073,5221,1460,4355,597,2248,0,0,0,0,0,0,0,0
43922,우이신설선,4711,성신여대입구(돈암),10,0,623,269,945,949,2415,2754,4412,6220,3250,5017,2923,4182,3284,4129,3762,4533,3731,5459,4085,5298,4407,5274,4807,5766,5083,7331,6907,8752,4897,6047,4165,3592,4784,2669,3967,1927,1724,1296,0,1,0,0,0,0,0,0
43922,우이신설선,4712,보문,8,2,339,131,636,868,1563,1863,3022,4362,2238,2344,1772,1670,1904,1677,1985,1721,2170,1846,2111,1873,2078,1996,2138,2138,2738,2315,3415,2927,2252,2215,1521,1538,1147,1343,987,1151,461,956,1,15,0,0,0,0,0,0
43922,우이신설선,4713,신설동,14,0,750,805,828,1558,1023,3877,1601,12249,1441,5939,1450,2978,1662,2422,1912,2245,2095,2538,2523,2295,3502,2002,3603,1703,5157,2003,9162,1564,4329,1024,2576,838,2202,644,1549,623,609,686,7,232,0,0,0,0,0,0
